,Year,Month,Day of Month,Date,State,Magnitude on F/EF scale,Number of injuries,Number of fatalities,Starting latitude,Starting longitude,Ending latitude,Ending longitude,Track length in KM,Tornado width in meters,Starting location,Ending location
1366,1954,5,17,17/05/1954,NM,1,0,0,32.17,-103.23,32.22,-103.2,6.92,45.72,"Phillips Hill Road, ,Lea County,New Mexico, "," , ,Lea County,New Mexico, "
1384,1954,5,27,27/05/1954,IL,2,0,0,41.77,-88.33,41.85,-88.22,12.71,182.88,"West Illinois Avenue, ,Kane County,Illinois,60506","Winnebago Street, ,DuPage County,Illinois,60555"
1391,1954,5,27,27/05/1954,SD,2,0,0,43.78,-97.55,43.85,-97.38,14.48,82.3,"433rd Avenue, ,McCook County,South Dakota,57374","244th Street, ,McCook County,South Dakota, "
1396,1954,5,28,28/05/1954,MO,2,2,0,38.15,-92.87,38.22,-92.78,10.94,91.44,"Crows Nest, ,Camden County,Missouri, ","Lake Road, ,Morgan County,Missouri,65037"
1398,1954,5,29,29/05/1954,TX,1,9,0,32.08,-102.6,32.17,-102.72,14.64,121.62," , ,Ector County,Texas, "," , ,Andrews County,Texas,79714"
1401,1954,5,30,30/05/1954,NE,4,23,6,41.73,-97.73,42.05,-97.28,48.12,365.76,"505th Street, ,Platte County,Nebraska,68644","843 Road, ,Stanton County,Nebraska,68701"
1402,1954,5,31,31/05/1954,IL,2,2,0,40.67,-88.1,40.88,-87.73,38.95,365.76,"North 100 East Road, ,Iroquois County,Illinois,60968","North 2105 East Road,Pittwood,Iroquois County,Illinois,60970"
1407,1954,5,31,31/05/1954,KS,2,0,0,37.5,-95.52,37.83,-94.73,78.21,192.02,"90th Road, ,Neosho County,Kansas,66776","205th Street, ,Bourbon County,Kansas,66701"
1408,1954,5,31,31/05/1954,KS,2,0,0,37.5,-95.52,37.83,-94.73,78.21,192.02,"90th Road, ,Neosho County,Kansas,66776","205th Street, ,Bourbon County,Kansas,66701"
1413,1954,5,31,31/05/1954,MI,2,0,0,42.3,-86.2,42.4,-86.07,14.97,9.14," ,West Bangor,Van Buren County,Michigan, ","Summit Road,Grand Junction,Van Buren County,Michigan,49056"
1416,1954,5,31,31/05/1954,MO,2,0,0,40.38,-95.42,40.45,-95.02,33.8,402.34,"N Avenue, ,Atchison County,Missouri,64446","190th Street, ,Nodaway County,Missouri,64428"
1423,1954,6,1,01/06/1954,KY,2,0,0,37.28,-84.12,37.45,-83.9,26.39,61.26,"KY 490,Oakley,Laurel County,Kentucky,40729","Turkey Foot Road,Turkey Foot,Jackson County,Kentucky, "
1428,1954,6,1,01/06/1954,TX,2,0,0,30.9,-102.3,30.93,-102.17,13.36,804.67,"FM 11,Bakersfield,Pecos County,Texas, "," , ,Pecos County,Texas, "
1431,1954,6,1,01/06/1954,TX,3,14,1,34.02,-100.3,33.87,-100.15,21.57,244.14,"Brant Street, ,Cottle County,Texas,79248"," , ,Cottle County,Texas, "
1432,1954,6,1,01/06/1954,TX,3,4,1,33.95,-98.67,33.95,-98.57,9.5,45.72,"West Poe Street, ,Wichita County,Texas,76367","Northwest Freeway, ,Wichita County,Texas,76306"
1434,1954,6,2,02/06/1954,MO,1,0,0,39.75,-93.5,39.87,-93.38,15.93,137.16,"State Highway CC, ,Livingston County,Missouri,64601","State Highway B, ,Livingston County,Missouri,64688"
1437,1954,6,2,02/06/1954,TX,2,8,1,33.4,-95.7,33.45,-95.62,9.5,914.4,"Big Creek Road, ,Delta County,Texas,75432","FM 198, ,Delta County,Texas,75441"
1439,1954,6,3,03/06/1954,MS,2,3,0,32.48,-89.17,32.57,-89.08,12.23,274.32,"Strum Road, ,Newton County,Mississippi,39327","Greenland Road, ,Newton County,Mississippi,39365"
1442,1954,6,6,06/06/1954,NE,1,1,0,41.98,-101.77,42.05,-101.68,9.5,9.14,"Manning Lane, ,Grant County,Nebraska,69350"," , ,Grant County,Nebraska, "
1443,1954,6,6,06/06/1954,NE,2,0,0,41.23,-103.65,41.38,-103.32,32.03,9.14,"South Sycamore Street,Ridgewood Mobile Home Park,Kimball County,Nebraska,69145","Road 54, ,Cheyenne County,Nebraska,69156"
1444,1954,6,7,07/06/1954,OK,1,0,0,34.48,-97.1,34.67,-97.15,20.92,804.67,"Primrose Lane, ,Murray County,Oklahoma,73030"," , ,Garvin County,Oklahoma, "
1445,1954,6,9,09/06/1954,IA,4,0,1,42.28,-94.72,42.38,-94.57,15.93,402.34,"350th Street, ,Calhoun County,Iowa,50538","Red Oak Avenue,Rands,Calhoun County,Iowa,50579"
1449,1954,6,10,10/06/1954,KS,1,0,0,37.48,-100.87,37.65,-100.67,25.43,9.14,"US 83;US 160, ,Haskell County,Kansas,67877","County Road XX, ,Haskell County,Kansas,67837"
1451,1954,6,10,10/06/1954,KS,2,0,0,38.1,-100.3,0,0,11.27,137.16,"North Byler Road, ,Finney County,Kansas,67846"," , , , , "
1453,1954,6,10,10/06/1954,PA,2,3,0,40.75,-80.25,40.88,-80.17,11.75,9.14,"Tulip Drive, ,Beaver County,Pennsylvania,15066","Pleasant Hill Road,Pyles Mills,Lawrence County,Pennsylvania,16037"
1460,1954,6,11,11/06/1954,TX,0,3,0,29.32,-103.58,29.37,-103.53,7.56,91.44,"Fulcher Road, ,Brewster County,Texas, ","Gate 1-1/2 Road, ,Brewster County,Texas, "
1471,1954,6,13,13/06/1954,TX,2,1,0,31.5,-103.5,0,0,40.23,121.62,"County Road 157, ,Ward County,Texas, "," , , , , "
1474,1954,6,14,14/06/1954,KS,0,0,0,38.87,-98.58,38.9,-98.48,8.69,804.67,"Homer Road, ,Russell County,Kansas,67626"," , ,Lincoln County,Kansas, "
1475,1954,6,14,14/06/1954,KS,0,0,0,37.13,-97.98,37.18,-97.93,7.24,9.14," ,Hawk,Harper County,Kansas, ","Northeast 60 Avenue, ,Harper County,Kansas, "
1484,1954,6,16,16/06/1954,NC,2,1,0,36.17,-79.8,36.2,-79.7,9.82,91.44,"Air Harbor Road, ,Guilford County,North Carolina,27455","Summit Avenue, ,Guilford County,North Carolina,27214"
1488,1954,6,17,17/06/1954,MN,1,0,0,45.68,-92.95,45.73,-92.88,6.12,804.67,"Heather Lane,Rush Meadows Mobile Home Park,Chisago County,Minnesota,55069","540th Street, ,Chisago County,Minnesota,55069"
1489,1954,6,17,17/06/1954,NE,3,0,1,42.08,-97.05,42.2,-96.7,37.98,149.05,"845 Road, ,Stanton County,Nebraska,68701","17 Road, ,Thurston County,Nebraska,68062"
1492,1954,6,18,18/06/1954,SD,3,0,0,42.85,-97.88,42.98,-97.77,17.06,9.14," , ,Bon Homme County,South Dakota, ","304th Street, ,Bon Homme County,South Dakota,57063"
1494,1954,6,18,18/06/1954,SD,3,0,0,43.05,-97.32,43.13,-97.08,20.6,30.18,"444th Avenue, ,Yankton County,South Dakota,57037","456th Avenue, ,Turner County,South Dakota,57070"
1495,1954,6,18,18/06/1954,WI,2,0,0,44.38,-91.03,44.33,-90.83,16.42,822.96,"State Highway 95, ,Jackson County,Wisconsin,54635","South Hammond Street, ,Jackson County,Wisconsin,54615"
1503,1954,6,20,20/06/1954,WI,2,0,0,44.88,-89.62,44.8,-89.55,9.82,61.26,"Military Road, ,Marathon County,Wisconsin,54474","North Road, ,Marathon County,Wisconsin,54455"
1520,1954,6,29,29/06/1954,NM,0,0,0,36.02,-103.2,36.07,-103.17,6.12,274.32,"NM 402,Centerville Corner,Union County,New Mexico,88410"," , ,Union County,New Mexico, "
1521,1954,6,29,29/06/1954,WI,2,0,0,44.62,-92.37,44.67,-92.25,9.98,9.14," , ,Pierce County,Wisconsin, ","370th Avenue, ,Pierce County,Wisconsin,54750"
1532,1954,7,6,06/07/1954,TX,2,0,0,29.7,-96.9,29.72,-96.97,7.24,45.72,"US 77, ,Fayette County,Texas,78956","Bryant Road, ,Fayette County,Texas,78956"
1533,1954,7,7,07/07/1954,ME,2,1,0,45.28,-67.2,45.18,-67.28,12.23,9.14,"McLeod Road, ,Saint David Parish,New Brunswick / Nouveau-Brunswick,E3L 4G9"," , ,Washington County,Maine,04619"
1542,1954,7,14,14/07/1954,MD,1,8,0,39.3,-79.47,39.43,-79.32,19.31,804.67,"Garrett Highway,Redhouse,Garrett County,Maryland,26716","Edgewood Drive, ,Garrett County,Maryland,21550"
1551,1954,7,21,21/07/1954,IL,2,1,0,38.87,-89.22,39.17,-88.92,42,182.88,"County Road 900 North,Pittsburg,Fayette County,Illinois, ","County Road 3025 North, ,Fayette County,Illinois, "
1554,1954,7,22,22/07/1954,KS,2,0,0,37.08,-95.18,37.22,-95.07,18.02,402.34,"6000 Road, ,Labette County,Kansas,67342"," , ,Cherokee County,Kansas, "
1561,1954,7,27,27/07/1954,NE,1,1,0,41.28,-99.05,41.28,-98.92,9.98,9.14,"Highway 92, ,Sherman County,Nebraska,68853","790 Road, ,Sherman County,Nebraska,68853"
1564,1954,7,29,29/07/1954,SD,2,0,0,43.05,-98.33,42.98,-98.3,6.6,9.14,"393rd Avenue, ,Charles Mix County,South Dakota,57380","304th Street, ,Charles Mix County,South Dakota,57380"
1566,1954,7,30,30/07/1954,WI,2,0,0,43.32,-89.58,43.48,-89.15,40.56,91.44,"Lovering Road, ,Columbia County,Wisconsin,53555","County Road G, ,Columbia County,Wisconsin,53956"
1567,1954,7,31,31/07/1954,NH,1,0,0,42.9,-71.33,42.93,-71.25,6.12,64.01,"Ashleigh Drive, ,Rockingham County,New Hampshire,03038","Hart Roberts Road, ,Rockingham County,New Hampshire,03036"
1568,1954,7,31,31/07/1954,NM,0,0,0,34.57,-106.77,34.52,-106.73,6.12,274.32,"Jarales Road,Jarales,Valencia County,New Mexico,87023","Randolph Loop, ,Socorro County,New Mexico,87062"
1570,1954,8,1,01/08/1954,SD,2,2,0,43.27,-99.47,43.12,-99.27,22.85,9.14," , ,Gregory County,South Dakota, ","County Road 38, ,Gregory County,South Dakota, "
1571,1954,8,2,02/08/1954,KY,2,0,0,37.45,-85.33,37.65,-85.22,24.3,9.14," ,Finley,Taylor County,Kentucky, ","Jimtown Road, ,Washington County,Kentucky, "
1573,1954,8,5,05/08/1954,KS,1,0,0,37.62,-99.32,38.35,-98.35,117.48,9.14,"US 183, ,Kiowa County,Kansas,67054"," , ,Rice County,Kansas,67524"
1576,1954,8,5,05/08/1954,KS,2,0,0,38.17,-97.12,38.38,-96.88,31.54,9.14,"Peabody Street, ,Marion County,Kansas,66866","210th Street, ,Marion County,Kansas,66861"
1581,1954,8,8,08/08/1954,KS,2,0,0,38.2,-96.97,38.2,-96.77,17.38,45.72," , ,Marion County,Kansas, ","E Road, ,Chase County,Kansas, "
1588,1954,8,15,15/08/1954,MN,2,0,0,45.42,-95.5,45.52,-95.4,12.71,9.14," , ,Pope County,Minnesota, "," , ,Pope County,Minnesota, "
1592,1954,8,16,16/08/1954,LA,2,0,0,32.08,-93.83,32.12,-93.78,7.24,91.44," , ,De Soto Parish,Louisiana, ","McGovern Lane, ,De Soto Parish,Louisiana,71032"
1600,1954,8,18,18/08/1954,NC,2,0,0,35.67,-81.2,35.73,-81.15,8.69,45.72,"Nelson Drive, ,Catawba County,North Carolina,28658","Keller Street, ,Catawba County,North Carolina,28610"
1609,1954,8,26,26/08/1954,MT,2,0,0,47.58,-105.6,47.87,-105.43,33.64,804.67,"North Road,Stephensons Trailer Court,McCone County,Montana,59215"," , ,McCone County,Montana, "
1610,1954,8,29,29/08/1954,AR,2,1,0,33.83,-94.12,33.95,-94.15,13.52,30.18,"School House Road,Ben Lomond,Sevier County,Arkansas,71823","Friday Lane, ,Sevier County,Arkansas,71846"
1616,1954,8,30,30/08/1954,OK,1,0,0,35,-96.3,34.9,-96.2,14.48,402.34,"CR E1390,Cross Roads,Hughes County,Oklahoma,74531"," , ,Hughes County,Oklahoma, "
1620,1954,9,7,07/09/1954,OK,2,0,0,34.62,-96.58,34.67,-96.53,7.24,182.88,"E1650 Road, ,Pontotoc County,Oklahoma,74871","N364 Road, ,Pontotoc County,Oklahoma,74871"
1621,1954,9,7,07/09/1954,VA,1,0,0,38.88,-77.92,38.88,-77.83,6.12,9.14,"Cobbler Mountain Road,Ashville,Fauquier County,Virginia,20144","Prince Road, ,Fauquier County,Virginia,22115"
1626,1954,9,19,19/09/1954,PA,2,0,0,41.52,-76.67,41.48,-76.42,20.6,45.72,"PA 154,Shunk,Sullivan County,Pennsylvania,18616","US 220,Foley Corner,Sullivan County,Pennsylvania,18614"
1629,1954,9,20,20/09/1954,OK,2,1,0,34,-96.38,34.05,-96.33,7.24,9.14,"West Pine Street, ,Bryan County,Oklahoma,74701","Pleasant Hill Road, ,Bryan County,Oklahoma, "
1642,1954,10,11,11/10/1954,IN,3,0,2,39.45,-86.12,39.5,-86.05,7.56,91.44,"County Road 100 West,Mount Pleasant,Johnson County,Indiana,46131","Commerce Pkwy, ,Johnson County,Indiana,46131"
1643,1954,10,11,11/10/1954,KS,3,0,0,38.93,-99.22,38.93,-99.05,13.84,9.14," ,Catharine,Ellis County,Kansas,67627","Catherine Road, ,Ellis County,Kansas,67601"
1648,1954,10,22,22/10/1954,TX,1,1,0,28.65,-96.9,28.73,-96.83,11.43,304.5,"7th Street West, ,Victoria County,Texas, ","Lala Lane, ,Victoria County,Texas,77905"
1649,1954,10,22,22/10/1954,TX,2,0,0,30.92,-96.12,30.92,-96,11.43,91.44,"Bundic Road, ,Madison County,Texas,77872"," ,Cottonwood,Madison County,Texas, "
1650,1954,10,22,22/10/1954,TX,3,25,0,28.15,-97.43,27.87,-97.33,32.99,304.5," , ,Refugio County,Texas, ","US Route 181, ,San Patricio County,Texas,78390"
1651,1954,10,25,25/10/1954,OK,0,0,0,36.25,-99.7,36.33,-99.6,12.71,9.14,"E0530 Road, ,Ellis County,Oklahoma, ","E0470 Road, ,Woodward County,Oklahoma,73840"
1657,1954,12,5,05/12/1954,AL,2,35,1,31.93,-85.38,32.25,-84.3,115.07,91.44,"Poorhouse Road, ,Barbour County,Alabama,36016","King Road, ,Schley County,Georgia,31806"
1658,1954,12,5,05/12/1954,AL,3,7,0,32.68,-85.42,32.87,-84.6,82.08,182.88,"Robert Trent Jones Trail, ,Lee County,Alabama,36801","Wrightsville Road, ,Meriwether County,Georgia,31816"
1659,1954,12,5,05/12/1954,AL,3,26,0,33.78,-86,33.92,-85.6,39.75,91.44,"AL 144, ,Calhoun County,Alabama,36271"," , ,Calhoun County,Alabama,36272"
1661,1954,12,5,05/12/1954,GA,1,6,0,32.68,-84.42,32.68,-84.35,6.6,73.15,"Allen Mill Road, ,Talbot County,Georgia, ","Gassett Road, ,Talbot County,Georgia, "
1662,1954,12,5,05/12/1954,GA,1,0,0,33.6,-84.98,33.62,-84.92,7.24,182.88,"Kirby Bryan Road, ,Carroll County,Georgia,30116"," , ,Carroll County,Georgia, "
1663,1954,12,5,05/12/1954,GA,2,2,0,31.38,-84.93,31.42,-84.83,10.3,228.6,"Bay Street, ,Early County,Georgia,39823"," ,Bancroft,Early County,Georgia, "
1664,1954,12,5,05/12/1954,GA,2,7,0,32.3,-84.58,32.33,-84.47,11.91,137.16," ,Berginville,Marion County,Georgia, "," , ,Marion County,Georgia,31803"
1665,1954,12,5,05/12/1954,GA,2,0,0,34.08,-85,34.12,-84.88,11.43,457.2,"Taylorsville Road, ,Polk County,Georgia, ","Taylor Drive Southwest, ,Bartow County,Georgia,30120"
1670,1954,12,28,28/12/1954,MS,3,25,0,31.63,-89.18,31.77,-89.07,18.51,228.6,"US 11, ,Jones County,Mississippi,39437"," ,Errata,Jones County,Mississippi,39477"
1671,1954,12,29,29/12/1954,MS,2,9,0,32.9,-88.7,32.92,-88.67,18.51,274.32," , ,Kemper County,Mississippi, ","Union Hill East, ,Kemper County,Mississippi, "
1676,1955,2,1,01/02/1955,TN,2,0,0,35.57,-86.43,35.6,-86.27,15.13,914.4,"Benford Road, ,Bedford County,Tennessee,37160"," , ,Bedford County,Tennessee, "
1682,1955,3,3,03/03/1955,IN,1,3,0,41.62,-86.78,41.6,-86.67,9.01,91.44,"Orr Lake, ,LaPorte County,Indiana, ","South 150 East, ,LaPorte County,Indiana,46350"
1684,1955,3,4,04/03/1955,KY,3,2,0,37.72,-84.45,37.67,-84.3,14.32,9.14,"Poosey Ridge Road,Edenton,Madison County,Kentucky,40475"," , ,Madison County,Kentucky, "
1685,1955,3,4,04/03/1955,TN,2,4,0,36.62,-86.6,36.63,-86.52,6.12,914.4,"Shady Park Road, ,Robertson County,Tennessee,37148","Bailey Lane, ,Sumner County,Tennessee,37148"
1688,1955,3,5,05/03/1955,TN,2,6,0,36.47,-82.87,36.5,-82.8,6.92,274.32,"South Zion Hill Road,Zion Hill,Hawkins County,Tennessee,37873"," , ,Hawkins County,Tennessee,37873"
1690,1955,3,11,11/03/1955,IN,2,2,0,40.2,-84.8,40.2,-84.5,25.11,457.2,"East Railroad Street, ,Darke County,Ohio,45390","Boyer Road,Needmore,Darke County,Ohio,45380"
1691,1955,3,11,11/03/1955,IN,2,3,0,39.67,-85.67,39.67,-85,56.01,804.67,"North 600 E, ,Shelby County,Indiana,46161","West Byrd Road, ,Union County,Indiana,47353"
1693,1955,3,11,11/03/1955,OH,2,1,0,40.28,-81.62,40.28,-81.53,5.31,182.88,"US 36, ,Coshocton County,Ohio,43824","Fansler Lane, ,Tuscarawas County,Ohio, "
1694,1955,3,13,13/03/1955,SC,2,10,2,33.85,-81.67,33.88,-81.5,15.93,121.62,"Bomar Street, ,Saluda County,South Carolina,29129","Bridgewater Road,Kneece,Lexington County,South Carolina,29006"
1696,1955,3,14,14/03/1955,MO,2,0,0,39.3,-94.22,39.33,-94.17,5.31,228.6,"Eldridge Road, ,Clay County,Missouri,64024","Evergreen Street,Wood Heights,Ray County,Missouri,64024"
1697,1955,3,14,14/03/1955,MO,3,1,0,39.65,-94.25,39.67,-94.02,15.77,228.6,"Northeast Estep Road, ,Clinton County,Missouri, ","Northeast Far West Drive, ,Caldwell County,Missouri,64650"
1699,1955,3,16,16/03/1955,NC,2,1,1,35.6,-77.97,35.65,-77.87,10.62,457.2,"US 117, ,Wilson County,North Carolina,27851","Heaths Glen Road,Evansdale,Wilson County,North Carolina,27883"
1701,1955,3,20,20/03/1955,AR,2,0,0,35.28,-93.73,35.37,-93.53,20.28,54.86,"South Elm Street, ,Logan County,Arkansas,72855","AR 109,Morrison Bluff,Logan County,Arkansas,72863"
1702,1955,3,20,20/03/1955,AR,2,1,0,35.72,-90.85,36.43,-89.55,143.87,228.6,"Craighead 210 Road,Otwell,Craighead County,Arkansas,72404","State Highway M,Point Pleasant,New Madrid County,Missouri, "
1703,1955,3,20,20/03/1955,MO,3,17,0,36.75,-89.37,36.8,-89.33,5.79,228.6," , ,Mississippi County,Missouri,63845","County Road 332,Airline Acres,Mississippi County,Missouri,63820"
1705,1955,3,20,20/03/1955,TX,1,1,0,33.73,-97.68,33.92,-97.48,27.68,731.52,"Dixie School Road, ,Montague County,Texas, ","McCarty Road, ,Love County,Oklahoma, "
1706,1955,3,20,20/03/1955,TX,1,1,0,31.12,-97.73,31.12,-97.67,6.6,18.29,"Santa Fe Plaza Drive, ,Bell County,Texas,76541","Cedarview Drive, ,Bell County,Texas,76543"
1707,1955,3,20,20/03/1955,TX,1,0,0,29.37,-97.65,29.42,-97.57,9.98,365.76," , ,Gonzales County,Texas, ","County Road 140 South, ,Gonzales County,Texas,78614"
1708,1955,3,20,20/03/1955,TX,1,0,0,32.48,-94.07,32.53,-94.03,6.92,274.32,"West Texas Avenue, ,Harrison County,Texas,75692"," , ,Caddo Parish,Louisiana, "
1710,1955,3,21,21/03/1955,AL,2,1,0,34.7,-88.1,34.73,-88.02,8.69,182.88," ,Allsboro,Colbert County,Alabama, "," ,Mount Hester,Colbert County,Alabama,35616"
1713,1955,3,21,21/03/1955,TX,2,0,0,31.17,-97.33,31.17,-97.28,5.79,15.54,"Mendoza Circle,Berger,Bell County,Texas,76564","Bottoms East Road, ,Bell County,Texas,76579"
1714,1955,3,22,22/03/1955,IN,1,0,0,39.77,-86.17,39.8,-86.12,5.31,9.14,"Indianapolis Cultural Trail, ,Marion County,Indiana,46202","Glenn Drive, ,Marion County,Indiana,46218"
1715,1955,3,22,22/03/1955,OH,1,3,0,40.95,-80.68,41.02,-80.62,8.21,365.76,"Sharrott Creek Drive, ,Mahoning County,Ohio,44452","Audubon Lane, ,Mahoning County,Ohio,44514"
1716,1955,3,22,22/03/1955,PA,3,0,1,39.97,-75.62,40.05,-75.47,15.45,548.64,"Garlington Circle, ,Chester County,Pennsylvania,19380","Hilltop Road, ,Chester County,Pennsylvania,19301"
1719,1955,3,25,25/03/1955,TN,2,0,0,36.02,-84.42,36.2,-84.23,26.23,1609.34,"Coal Hill Road,Coalfield,Morgan County,Tennessee,37748"," , ,Campbell County,Tennessee,37710"
1722,1955,4,2,02/04/1955,GA,1,0,0,32.3,-83.08,32.28,-83,8.37,45.72,"Eastman Dublin Highway,Horne,Dodge County,Georgia,31023","GA 126, ,Laurens County,Georgia,31009"
1723,1955,4,2,02/04/1955,GA,1,0,0,31.73,-82.38,31.77,-82.3,9.17,91.44," , ,Appling County,Georgia,31515","Palmetto Lane, ,Appling County,Georgia,31515"
1724,1955,4,2,02/04/1955,GA,1,1,0,31.63,-82.88,0,0,6.44,274.32,"George Deen Road, ,Coffee County,Georgia,31519"," , , , , "
1725,1955,4,2,02/04/1955,GA,1,0,0,32.03,-81.08,32.08,-81.03,8.21,182.88,"East 63rd Street, ,Chatham County,Georgia,31404","Kemira Road,The Bluff,Chatham County,Georgia,31414"
1726,1955,4,2,02/04/1955,GA,2,0,0,31.53,-83.52,31.55,-83.47,6.12,804.67,"Wesley Rigdon Road, ,Tift County,Georgia,31733"," , ,Tift County,Georgia, "
1728,1955,4,4,04/04/1955,AR,2,0,0,36.33,-93.6,36.35,-93.42,16.42,45.72," , ,Carroll County,Arkansas, ","County Road 804, ,Carroll County,Arkansas,72638"
1729,1955,4,4,04/04/1955,IA,2,0,0,41.77,-93.98,41.93,-93.92,18.67,402.34," , ,Dallas County,Iowa, "," , ,Boone County,Iowa, "
1731,1955,4,5,05/04/1955,TX,2,6,0,32.93,-99.8,33.03,-99.07,70.33,61.26,"New Hope Road, ,Jones County,Texas,79553","United States Highway 183, ,Throckmorton County,Texas,76491"
1736,1955,4,6,06/04/1955,TX,2,1,0,33.37,-97.18,33.45,-96.53,60.99,9.14,"North Stemmons Street, ,Denton County,Texas,76266","Hynds Ranch Road, ,Grayson County,Texas,75495"
1737,1955,4,6,06/04/1955,TX,2,0,0,33.57,-96.9,33.62,-96.83,8.37,9.14,"Old Town Road, ,Grayson County,Texas,76233","Old Sandborn Ranch Road,Mayd,Grayson County,Texas, "
1738,1955,4,6,06/04/1955,TX,2,0,0,33.33,-95.37,33.35,-95.2,15.77,9.14,"FM 71, ,Hopkins County,Texas,75481","FM 71,Hagansport,Franklin County,Texas,75487"
1739,1955,4,6,06/04/1955,TX,3,0,0,33.43,-98.4,33.47,-98.03,34.92,9.14,"Christian Road, ,Jack County,Texas, ","Deweber Road,Newport,Clay County,Texas, "
1740,1955,4,6,06/04/1955,TX,3,0,0,33.57,-97.22,33.63,-96.97,24.3,9.14,"County Road 312, ,Cooke County,Texas,76250","County Road 175, ,Cooke County,Texas, "
1741,1955,4,6,06/04/1955,TX,3,27,1,33.63,-96.6,33.58,-96.08,48.6,61.26,"South 1st Street, ,Grayson County,Texas,75090","County Road 2909, ,Fannin County,Texas,75438"
1744,1955,4,11,11/04/1955,OK,0,0,0,34,-97.87,0,0,24.14,9.14,"E2080 Road, ,Jefferson County,Oklahoma, "," , , , , "
1746,1955,4,12,12/04/1955,KS,1,0,0,38.08,-99.92,38.03,-99.98,7.89,9.14," , ,Hodgeman County,Kansas,67854"," , ,Hodgeman County,Kansas, "
1747,1955,4,12,12/04/1955,MS,2,0,0,31.92,-89.98,32.07,-89.02,92.7,9.14,"Big Woods Road, ,Simpson County,Mississippi, ","County Road 3126, ,Jasper County,Mississippi, "
1748,1955,4,12,12/04/1955,MS,2,0,0,31.53,-89.42,32.98,-88.83,181.53,9.14,"Sanford Scarbrough Road,Bethel,Covington County,Mississippi,39479","Old Factory Road, ,Winston County,Mississippi,39108"
1749,1955,4,12,12/04/1955,OK,0,0,0,36.35,-96.8,36.82,-96.22,73.39,9.14,"Sewell Drive, ,Pawnee County,Oklahoma,74058","CR 3851,Bigheart,Osage County,Oklahoma, "
1750,1955,4,12,12/04/1955,OK,2,0,0,34.23,-95.62,34.3,-95.55,9.82,9.14,"Southeast 2nd Street, ,Pushmataha County,Oklahoma,74523","US 271, ,Pushmataha County,Oklahoma, "
1754,1955,4,12,12/04/1955,TX,3,7,0,32.05,-95.52,32.08,-95.43,9.01,274.32,"Pine Street, ,Anderson County,Texas,75763"," , ,Anderson County,Texas, "
1758,1955,4,18,18/04/1955,IL,2,0,0,42.17,-89.92,42.17,-89.73,14.48,70.41," , ,Carroll County,Illinois, ","Stanton Road, ,Carroll County,Illinois,61078"
1759,1955,4,18,18/04/1955,TX,3,0,0,35.4,-100.1,35.5,-100,14.32,91.44,"FM 2697,Kelton,Wheeler County,Texas,79096","N1670 Road, ,Roger Mills County,Oklahoma, "
1760,1955,4,18,18/04/1955,WI,1,0,0,43.08,-91.13,43.25,-91,21.08,9.14,"Ahrens Court, ,Crawford County,Wisconsin,53821"," , ,Crawford County,Wisconsin,54626"
1761,1955,4,18,18/04/1955,WI,2,0,0,42.83,-90.13,43.03,-89.92,27.84,61.26,"Rock Branch Road,Town of Waldwick,Iowa County,Wisconsin,53565"," , ,Iowa County,Wisconsin,53507"
1762,1955,4,18,18/04/1955,WI,2,0,0,42.88,-89.58,42.85,-89.4,14.81,91.44,"Montrose Road,Town of Montrose,Dane County,Wisconsin,53508","State Highway 92, ,Green County,Wisconsin,53521"
1763,1955,4,18,18/04/1955,WI,2,1,0,42.75,-88.67,42.75,-88.58,5.31,9.14,"Territorial Road, ,Walworth County,Wisconsin,53121","Briarwood Road, ,Walworth County,Wisconsin,53121"
1765,1955,4,19,19/04/1955,IA,2,0,0,42.27,-90.68,42.27,-90.37,25.59,45.72,"US 61,Otter Creek,Jackson County,Iowa,52079","West Blanding Road, ,Jo Daviess County,Illinois,61041"
1766,1955,4,19,19/04/1955,MN,2,0,0,44.28,-96.15,44.42,-96.15,14.81,73.15,"160th Street, ,Lincoln County,Minnesota,56149","250th Street, ,Lincoln County,Minnesota,56113"
1767,1955,4,19,19/04/1955,SD,0,2,0,45.47,-100.9,45.57,-100.83,11.59,45.72,"SD 20;SD 63, ,Corson County,South Dakota,57656"," , ,Corson County,South Dakota, "
1768,1955,4,19,19/04/1955,SD,0,0,0,45.47,-100.78,45.52,-100.85,6.12,45.72,"SD 20, ,Corson County,South Dakota,57657"," , ,Corson County,South Dakota, "
1769,1955,4,19,19/04/1955,SD,1,0,0,45.33,-100.12,45.4,-100.12,7.4,9.14,"Skinner Street,Akaska,Walworth County,South Dakota,57420","303rd Avenue, ,Walworth County,South Dakota,57472"
1772,1955,4,19,19/04/1955,SD,2,0,0,45.02,-99.93,45.17,-99.85,17.38,61.26,"US 212, ,Potter County,South Dakota,57455","153rd Street, ,Potter County,South Dakota, "
1773,1955,4,19,19/04/1955,SD,2,0,0,45.02,-100.12,45.27,-99.98,29.29,24.69," , ,Potter County,South Dakota, ","310th Avenue,Lowry,Walworth County,South Dakota, "
